frameID,eventType,player1Position,player2Position,ballPosition,speed
194,,"[7.9, 46.2, 0.0]","[-5.73, -50.07, 0.0]",,
195,,"[7.7, 46.2, 0.0]","[-5.73, -50.07, 0.0]",,
196,,"[7.5, 46.2, 0.0]","[-5.62, -50.07, 0.0]",,
197,,"[7.4, 46.2, 0.0]","[-5.55, -48.42, 0.0]",,
198,,"[7.2, 46.2, 0.0]","[-5.55, -48.42, 0.0]",,
199,,"[7.0, 46.2, 0.0]","[-5.66, -48.42, 0.0]",,
200,,"[6.7, 46.2, 0.0]","[-5.66, -48.42, 0.0]",,
201,,"[6.4, 46.2, 0.0]","[-5.66, -48.42, 0.0]",,
202,,"[6.2, 46.2, 0.0]","[-5.66, -48.42, 0.0]",,
203,,"[6.0, 46.2, 0.0]","[-5.66, -48.42, 0.0]",,
204,,"[6.1, 46.2, 0.0]","[-5.66, -48.42, 0.0]",,
205,,"[6.1, 46.2, 0.0]","[-5.76, -48.42, 0.0]",,
206,,"[6.0, 46.2, 0.0]","[-5.87, -48.42, 0.0]",,
207,,"[5.7, 46.2, 0.0]","[-5.87, -48.42, 0.0]",,
208,,"[5.3, 46.3, 0.0]","[-5.87, -48.42, 0.0]",,
209,,"[4.8, 46.3, 0.0]","[-5.97, -48.42, 0.0]",,
210,,"[4.6, 46.3, 0.0]","[-6.07, -48.42, 0.0]",,
211,,"[4.7, 46.3, 0.0]","[-6.18, -48.42, 0.0]",,
212,,"[5.1, 46.3, 0.0]","[-6.07, -48.42, 0.0]",,
213,,"[5.0, 46.3, 0.0]","[-5.97, -48.42, 0.0]",,
214,,"[4.4, 46.3, 0.0]","[-5.76, -48.42, 0.0]",,
215,,"[3.7, 46.3, 0.0]","[-5.76, -48.42, 0.0]",,
216,,"[3.6, 46.3, 0.0]","[-5.76, -48.42, 0.0]",,
217,,"[3.1, 46.3, 0.0]","[-5.76, -48.42, 0.0]",,
218,,"[2.9, 46.3, 0.0]","[-5.66, -48.42, 0.0]",,
219,,"[2.9, 46.3, 0.0]","[-5.55, -48.42, 0.0]",,
220,,"[3.1, 46.3, 0.0]","[-5.45, -48.42, 0.0]",,
221,,"[3.4, 46.3, 0.0]","[-5.66, -48.42, 0.0]",,
222,,"[3.7, 46.3, 0.0]","[-6.0, -46.82, 0.0]",,
223,,"[3.7, 46.3, 0.0]","[-6.52, -46.81, 0.0]",,
224,,"[3.8, 46.3, 0.0]","[-5.49, -46.82, 0.0]",,
225,,"[3.8, 46.3, 0.0]","[-5.45, -48.42, 0.0]",,
226,,"[3.8, 46.3, 0.0]","[-5.34, -48.42, 0.0]",,
227,,"[3.8, 46.3, 0.0]","[-4.82, -48.42, 0.0]",,
228,,"[3.9, 46.3, 0.0]","[-4.82, -48.42, 0.0]",,
229,,"[4.0, 46.3, 0.0]","[-5.09, -50.07, 0.0]",,
230,,"[4.0, 46.3, 0.0]","[-4.88, -50.07, 0.0]",,
231,,"[4.1, 46.3, 0.0]","[-5.03, -48.42, 0.0]",,
232,,"[4.0, 46.3, 0.0]","[-5.03, -48.42, 0.0]",,
233,,"[4.1, 46.3, 0.0]","[-5.03, -48.42, 0.0]",,
234,,"[4.1, 46.3, 0.0]","[-5.13, -48.42, 0.0]",,
235,,"[4.1, 46.3, 0.0]","[-5.03, -48.42, 0.0]",,
236,,"[4.1, 46.3, 0.0]","[-5.03, -48.42, 0.0]",,
237,,"[4.1, 46.3, 0.0]","[-5.03, -48.42, 0.0]",,
238,,"[4.1, 46.3, 0.0]","[-4.93, -48.42, 0.0]",,
239,,"[4.2, 46.3, 0.0]","[-4.93, -48.42, 0.0]",,
240,,"[4.3, 46.3, 0.0]","[-4.82, -48.42, 0.0]",,
241,,"[4.4, 46.3, 0.0]","[-4.61, -48.42, 0.0]",,
242,,"[4.6, 46.3, 0.0]","[-4.51, -48.43, 0.0]",,
243,,"[4.7, 46.3, 0.0]","[-4.3, -48.43, 0.0]",,
244,,"[4.8, 46.3, 0.0]","[-3.99, -48.43, 0.0]",,
245,,"[5.0, 46.3, 0.0]","[-3.88, -48.43, 0.0]",,
246,p2nc,"[5.1, 46.3, 0.0]","[-3.88, -48.43, 0.0]","[0.3, 0, 5.4]",
247,,"[5.2, 46.3, 0.0]","[-3.88, -48.43, 0.0]",,
248,,"[5.4, 46.3, 0.0]","[-3.88, -48.43, 0.0]",,
249,,"[5.6, 46.3, 0.0]","[-3.88, -48.43, 0.0]",,
250,,"[5.7, 46.2, 0.0]","[-4.19, -48.43, 0.0]",,
251,,"[5.9, 46.2, 0.0]","[-4.4, -48.43, 0.0]",,
252,,"[6.0, 46.2, 0.0]","[-4.35, -46.82, 0.0]",,
253,,"[6.2, 46.2, 0.0]","[-4.66, -46.82, 0.0]",,
254,,"[6.3, 46.2, 0.0]","[-4.66, -46.82, 0.0]",,
255,,"[6.4, 46.2, 0.0]","[-4.87, -46.82, 0.0]",,
256,p2bb,"[6.5, 46.2, 0.0]","[-4.97, -46.82, 0.0]","[3.6, 24.0, 0]",62.335098239164296
257,,"[6.6, 46.2, 0.0]","[-5.07, -46.82, 0.0]",,
258,,"[6.7, 46.2, 0.0]","[-5.13, -48.42, 0.0]",,
259,,"[6.8, 46.2, 0.0]","[-5.13, -48.42, 0.0]",,
260,,"[6.8, 46.2, 0.0]","[-5.13, -48.42, 0.0]",,
261,,"[6.8, 46.2, 0.0]","[-5.13, -48.42, 0.0]",,
262,,"[6.9, 46.2, 0.0]","[-5.24, -48.42, 0.0]",,
263,,"[6.9, 46.2, 0.0]","[-5.58, -57.15, 0.0]",,
264,,"[6.8, 46.2, 0.0]","[-5.35, -57.15, 0.0]",,
265,,"[6.8, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
266,,"[6.8, 46.2, 0.0]","[-5.39, -55.3, 0.0]",,
267,,"[6.7, 46.2, 0.0]","[-4.93, -48.42, 0.0]",,
268,,"[6.7, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
269,,"[6.8, 46.2, 0.0]","[-4.93, -48.42, 0.0]",,
270,,"[6.8, 46.2, 0.0]","[-4.93, -48.42, 0.0]",,
271,,"[6.9, 46.2, 0.0]","[-4.93, -48.42, 0.0]",,
272,,"[7.0, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
273,,"[7.1, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
274,,"[7.1, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
275,,"[7.1, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
276,,"[7.2, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
277,p1cp,"[7.1, 46.2, 0.0]","[-5.03, -48.42, 0.0]","(5.31, 47.29, 3.9)",
278,,"[7.1, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
279,,"[7.0, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
280,,"[7.0, 46.2, 0.0]","[-4.93, -48.42, 0.0]",,
281,,"[7.0, 46.2, 0.0]","[-4.88, -50.07, 0.0]",,
282,,"[6.9, 46.2, 0.0]","[-4.93, -48.42, 0.0]",,
283,,"[6.8, 46.2, 0.0]","[-5.03, -48.42, 0.0]",,
284,,"[6.7, 46.2, 0.0]","[-5.34, -48.42, 0.0]",,
285,,"[6.5, 46.2, 0.0]","[-5.45, -48.42, 0.0]",,
286,,"[6.4, 46.2, 0.0]","[-5.66, -48.42, 0.0]",,
287,,"[6.3, 46.2, 0.0]","[-5.66, -48.42, 0.0]",,
288,,"[6.1, 46.2, 0.0]","[-5.24, -48.42, 0.0]",,
289,,"[6.1, 46.2, 0.0]","[-5.34, -48.42, 0.0]",,
290,,"[6.1, 46.2, 0.0]","[-5.87, -48.42, 0.0]",,
291,,"[6.1, 46.2, 0.0]","[-6.07, -48.42, 0.0]",,
292,,"[6.1, 46.2, 0.0]","[-6.49, -48.42, 0.0]",,
293,,"[6.1, 46.2, 0.0]","[-6.91, -48.42, 0.0]",,
294,,"[6.1, 46.2, 0.0]","[-7.22, -48.41, 0.0]",,
295,,"[6.2, 46.2, 0.0]","[-7.22, -48.41, 0.0]",,
296,,"[6.3, 46.2, 0.0]","[-7.43, -48.41, 0.0]",,
297,p1nc,"[6.3, 46.2, 0.0]","[-7.54, -48.41, 0.0]","[-4.4, 0, 6.6]",
298,,"[6.3, 46.2, 0.0]","[-7.85, -50.06, 0.0]",,
299,,"[6.2, 46.2, 0.0]","[-7.85, -48.41, 0.0]",,
300,,"[5.8, 46.2, 0.0]","[-8.16, -50.06, 0.0]",,
301,,"[5.5, 46.3, 0.0]","[-8.38, -50.06, 0.0]",,
302,,"[5.1, 46.3, 0.0]","[-8.59, -50.06, 0.0]",,
303,,"[5.0, 46.3, 0.0]","[-8.79, -48.41, 0.0]",,
304,,"[5.0, 46.3, 0.0]","[-9.11, -48.41, 0.0]",,
305,,"[5.3, 46.3, 0.0]","[-9.42, -48.41, 0.0]",,
306,,"[5.4, 46.3, 0.0]","[-9.73, -48.41, 0.0]",,
307,,"[4.9, 46.3, 0.0]","[-9.97, -50.05, 0.0]",,
308,,"[4.3, 46.3, 0.0]","[-10.07, -50.05, 0.0]",,
309,p1bb,"[4.4, 46.3, 0.0]","[-10.05, -48.4, 0.0]","[-10.6, -30.5, 0]",
310,,"[4.2, 46.3, 0.0]","[-9.94, -48.4, 0.0]",,48.14293514839967
311,,"[3.9, 46.3, 0.0]","[-10.18, -50.05, 0.0]",,
312,,"[3.8, 46.3, 0.0]","[-10.15, -48.4, 0.0]",,
313,,"[3.8, 46.3, 0.0]","[-10.26, -48.4, 0.0]",,
314,,"[3.9, 46.3, 0.0]","[-11.07, -51.75, 0.0]",,
315,,"[4.2, 46.3, 0.0]","[-10.36, -48.4, 0.0]",,
316,,"[4.6, 46.3, 0.0]","[-10.36, -48.4, 0.0]",,
317,,"[4.8, 46.3, 0.0]","[-11.07, -51.75, 0.0]",,
318,,"[4.8, 46.3, 0.0]","[-11.5, -51.75, 0.0]",,
319,,"[4.9, 46.3, 0.0]","[-11.93, -51.74, 0.0]",,
320,,"[4.9, 46.3, 0.0]","[-12.25, -51.74, 0.0]",,
321,,"[4.9, 46.3, 0.0]","[-12.79, -51.74, 0.0]",,
322,,"[5.0, 46.3, 0.0]","[-11.98, -50.05, 0.0]",,
323,,"[5.1, 46.3, 0.0]","[-11.88, -50.05, 0.0]",,
324,p2cp,"[5.2, 46.3, 0.0]","[-11.56, -50.05, 0.0]","[-10.18, -50.05, 3.3]",
325,,"[5.1, 46.3, 0.0]","[-11.39, -51.75, 0.0]",,
326,,"[5.0, 46.3, 0.0]","[-11.93, -51.74, 0.0]",,
327,,"[5.0, 46.3, 0.0]","[-12.25, -51.74, 0.0]",,
328,,"[5.1, 46.3, 0.0]","[-12.36, -51.74, 0.0]",,
329,,"[5.3, 46.3, 0.0]","[-12.47, -51.74, 0.0]",,
330,,"[5.4, 46.3, 0.0]","[-12.57, -51.74, 0.0]",,
331,,"[5.3, 46.3, 0.0]","[-12.79, -51.74, 0.0]",,
332,,"[5.3, 46.3, 0.0]","[-12.68, -51.74, 0.0]",,
333,,"[5.4, 46.3, 0.0]","[-12.79, -51.74, 0.0]",,
334,,"[5.5, 46.3, 0.0]","[-12.68, -51.74, 0.0]",,
335,,"[5.6, 46.3, 0.0]","[-12.57, -51.74, 0.0]",,
336,,"[5.8, 46.2, 0.0]","[-12.47, -51.74, 0.0]",,
337,,"[6.0, 46.2, 0.0]","[-12.25, -51.74, 0.0]",,
338,p2nc,"[6.3, 46.2, 0.0]","[-11.71, -51.74, 0.0]",,
339,,"[6.6, 46.2, 0.0]","[-11.28, -51.75, 0.0]",,
340,,"[6.8, 46.2, 0.0]","[-10.85, -51.75, 0.0]",,
341,,"[7.0, 46.2, 0.0]","[-10.53, -51.75, 0.0]",,
342,,"[7.2, 46.2, 0.0]","[-10.31, -51.75, 0.0]",,
343,,"[7.4, 46.2, 0.0]","[-10.21, -51.75, 0.0]",,
344,p2bb,"[7.5, 46.2, 0.0]","[-10.21, -51.75, 0.0]","[7.4, 21.2, 0]",75.26929209914377
345,,"[7.5, 46.2, 0.0]","[-10.21, -51.75, 0.0]",,
346,,"[7.5, 46.2, 0.0]","[-9.97, -50.05, 0.0]",,
347,,"[7.5, 46.2, 0.0]","[-10.31, -51.75, 0.0]",,
348,,"[7.6, 46.2, 0.0]","[-10.18, -50.05, 0.0]",,
349,,"[7.5, 46.2, 0.0]","[-9.75, -50.05, 0.0]",,
350,,"[7.5, 46.2, 0.0]","[-9.54, -50.06, 0.0]",,
351,,"[7.6, 46.2, 0.0]","[-9.22, -50.06, 0.0]",,
352,,"[7.7, 46.2, 0.0]","[-9.22, -50.06, 0.0]",,
